term;normalized;game_id;canonical_name;source
Air Conflicts Vietnam Ultimate Edition;air conflicts vietnam ultimate edition;air_conflicts_vietnam_ultimate_edition;Air Conflicts Vietnam Ultimate Edition;local_or_matched
Air Conflicts;air conflicts;wikidata_q4697825;Air Conflicts: Pacific Carriers;external
Air Conflicts: Pacific Carriers;air conflicts pacific carriers;wikidata_q4697825;Air Conflicts: Pacific Carriers;external
Pacific Carriers;pacific carriers;wikidata_q4697825;Air Conflicts: Pacific Carriers;external
Air Hockey;air hockey;wikidata_q127417321;Air Hockey;external
Air Missions;air missions;wikidata_q23385988;Air Missions: HIND;external
Air Missions: HIND;air missions hind;wikidata_q23385988;Air Missions: HIND;external
Air Twister;air twister;wikidata_q112230660;Air Twister;external
Airborne Kingdom;airborne kingdom;wikidata_q66914544;Airborne Kingdom;external
Aircraft Evolution;aircraft evolution;wikidata_q122353876;Aircraft Evolution;external
Airhead;airhead;wikidata_q124357494;Airhead;external
AirMech;airmech;wikidata_q4697670;AirMech;external
AirMech Strike;airmech strike;wikidata_q4697670;AirMech;external
Airport Simulator;airport simulator;wikidata_q4698953;Airport Simulator 2019;external
Airport Simulator 2019;airport simulator 2019;wikidata_q4698953;Airport Simulator 2019;external
Flughafen Simulator 2019;flughafen simulator 2019;wikidata_q4698953;Airport Simulator 2019;external
Aiyoku no Eustia;aiyoku no eustia;wikidata_q1107526;Aiyoku no Eustia;external
Aiyoku no Eustia: Angel's Blessing;aiyoku no eustia angel s blessing;wikidata_q1107526;Aiyoku no Eustia;external
Eustia of the Tarnished Wings: Angel's Blessing;eustia of the tarnished wings angel s blessing;wikidata_q1107526;Aiyoku no Eustia;external
AK-xolotl;ak xolotl;wikidata_q122662152;AK-xolotl;external
Akai Katana Shin;akai katana shin;wikidata_q137330193;Akai Katana Shin;external
Akash;akash;wikidata_q122376662;Akash: Path of the Five;external
Akash: Path of the Five;akash path of the five;wikidata_q122376662;Akash: Path of the Five;external
Akiba Lost;akiba lost;wikidata_q136091847;Akiba Lost;external
Akiba's Beat;akiba s beat;wikidata_q27915103;Akiba's Beat;external
Akiba's Trip;akiba s trip;wikidata_q124570320;Akiba's Trip: Hellbound & Debriefed;external
Akiba's Trip: Hellbound & Debriefed;akiba s trip hellbound and debriefed;wikidata_q124570320;Akiba's Trip: Hellbound & Debriefed;external
Akiba's Trip;akiba s trip;wikidata_q15147454;Akiba's Trip: Undead & Undressed;external
Akiba's Trip 2;akiba s trip 2;wikidata_q15147454;Akiba's Trip: Undead & Undressed;external
Akiba's Trip: Undead & Undressed;akiba s trip undead and undressed;wikidata_q15147454;Akiba's Trip: Undead & Undressed;external
Akimbot;akimbot;wikidata_q125849040;Akimbot;external
Akinofa;akinofa;wikidata_q122365338;Akinofa;external
Akita Oga Mystery Annai;akita oga mystery annai;wikidata_q126034877;Akita Oga Mystery Annai: Kogoeru Ginreika;external
Akita Oga Mystery Annai: Kogoeru Ginreika;akita oga mystery annai kogoeru ginreika;wikidata_q126034877;Akita Oga Mystery Annai: Kogoeru Ginreika;external
Akka Arrh;akka arrh;wikidata_q117808693;Akka Arrh;external
Alan Wake 2: Night Springs;alan wake 2 night springs;wikidata_q126410039;Alan Wake II: Night Springs;external
Alan Wake II;alan wake ii;wikidata_q126410039;Alan Wake II: Night Springs;external
Alan Wake II: Night Springs;alan wake ii night springs;wikidata_q126410039;Alan Wake II: Night Springs;external
Night Springs;night springs;wikidata_q126410039;Alan Wake II: Night Springs;external
Alan Wake 2 The Lake House;alan wake 2 the lake house;wikidata_q126414466;Alan Wake II: The Lake House;external
Alan Wake II;alan wake ii;wikidata_q126414466;Alan Wake II: The Lake House;external
Alan Wake II: The Lake House;alan wake ii the lake house;wikidata_q126414466;Alan Wake II: The Lake House;external
Lake House;lake house;wikidata_q126414466;Alan Wake II: The Lake House;external
LK;lk;wikidata_q126414466;Alan Wake II: The Lake House;external
The Lake House;the lake house;wikidata_q126414466;Alan Wake II: The Lake House;external
TLH;tlh;wikidata_q126414466;Alan Wake II: The Lake House;external
Alba;alba;wikidata_q104529092;Alba: A Wildlife Adventure;external
Alba: A Wildlife Adventure;alba a wildlife adventure;wikidata_q104529092;Alba: A Wildlife Adventure;external
Albacete Warrior;albacete warrior;wikidata_q111602970;Albacete Warrior;external
Albedo;albedo;wikidata_q55539240;Albedo: Eyes from Outer Space;external
Albedo: Eyes from Outer Space;albedo eyes from outer space;wikidata_q55539240;Albedo: Eyes from Outer Space;external
Albert & Otto;albert and otto;wikidata_q21039863;Albert & Otto;external
Alchemic Cutie;alchemic cutie;wikidata_q106906417;Alchemic Cutie;external
Alchemic Jousts;alchemic jousts;wikidata_q107424150;Alchemic Jousts;external
Alchemist Adventure;alchemist adventure;wikidata_q114944584;Alchemist Adventure;external
Alchemist Simulator;alchemist simulator;wikidata_q109682958;Alchemist Simulator;external
Alchemist's Castle;alchemist s castle;wikidata_q124062874;Alchemist's Castle;external
Alchemy Garden;alchemy garden;wikidata_q122821641;Alchemy Garden;external
Alder's Blood;alder s blood;wikidata_q88469507;Alder's Blood;external
Alder's Blood: Definitive Edition;alder s blood definitive edition;wikidata_q88469507;Alder's Blood;external
Alekhine's Gun;alekhine s gun;wikidata_q20712111;Alekhine's Gun;external
Смерть шпионам 2;cmeptь шпиoham 2;wikidata_q20712111;Alekhine's Gun;external
death to spies;death to spies;wikidata_q20712111;Alekhine's Gun;external
Death to Spies 3;death to spies 3;wikidata_q20712111;Alekhine's Gun;external
Ghost of Moscow: Death to Spies;ghost of moscow death to spies;wikidata_q20712111;Alekhine's Gun;external
Aleste Collection;aleste collection;wikidata_q99467153;Aleste Collection;external
Alex Kidd in Miracle World DX;alex kidd in miracle world dx;wikidata_q96743139;Alex Kidd in Miracle World DX;external
Alfred Hitchcock;alfred hitchcock;wikidata_q107160862;Alfred Hitchcock – Vertigo;external
Alfred Hitchcock – Vertigo;alfred hitchcock vertigo;wikidata_q107160862;Alfred Hitchcock – Vertigo;external
Vertigo;vertigo;wikidata_q107160862;Alfred Hitchcock – Vertigo;external
Alia's Carnival!;alia s carnival;wikidata_q109621575;Alia's Carnival!;external
Alia's Carnival!;alia s carnival;wikidata_q21486028;Alia's Carnival!;external
Alia's Carnival! Flowering Sky;alia s carnival flowering sky;wikidata_q109621442;Alia's Carnival! Flowering Sky;external
Alice Sisters;alice sisters;wikidata_q114945735;Alice Sisters;external
Alien Destroyer;alien destroyer;wikidata_q122384423;Alien Destroyer;external
Alien;alien;alien_isolation;Alien: Isolation;local_or_matched
Alien: Isolation;alien isolation;alien_isolation;Alien: Isolation;local_or_matched
Alien;alien;wikidata_q125156681;Alien: Isolation - Crew Expendable;external
Alien: Isolation - Crew Expendable;alien isolation crew expendable;wikidata_q125156681;Alien: Isolation - Crew Expendable;external
Alien;alien;wikidata_q135483608;Alien: Isolation - The Collection;external
Alien: Isolation - The Collection;alien isolation the collection;wikidata_q135483608;Alien: Isolation - The Collection;external
A:RI;a ri;wikidata_q125627143;Alien: Rogue Incursion;external
Alien;alien;wikidata_q125627143;Alien: Rogue Incursion;external
Alien: Rogue Incursion;alien rogue incursion;wikidata_q125627143;Alien: Rogue Incursion;external
ARI;ari;wikidata_q125627143;Alien: Rogue Incursion;external
Alienation;alienation;wikidata_q24192183;Alienation;external
Отчуждение (игра);otчyждehиe игpa;wikidata_q24192183;Alienation;external
Aliens Dark Descent;aliens dark descent;aliens_dark_descent;Aliens Dark Descent;local_or_matched
Aliens Fireteam Elite;aliens fireteam elite;aliens_fireteam_elite;Aliens Fireteam Elite;local_or_matched
Aliens vs. Pinball;aliens vs pinball;wikidata_q127500803;Aliens vs. Pinball;external
Pinball FX2: Aliens vs. Pinball;pinball fx2 aliens vs pinball;wikidata_q127500803;Aliens vs. Pinball;external
Zen Pinball 2: Aliens vs. Pinball;zen pinball 2 aliens vs pinball;wikidata_q127500803;Aliens vs. Pinball;external
Alina of Arena;alina of arena;wikidata_q110990756;Alina of the Arena;external
Alina of the Arena;alina of the arena;wikidata_q110990756;Alina of the Arena;external
AoA;aoa;wikidata_q110990756;Alina of the Arena;external
AotA;aota;wikidata_q110990756;Alina of the Arena;external
Alisa;alisa;wikidata_q109286667;Alisa;external
Alive Paint;alive paint;wikidata_q124050121;Alive Paint;external
Alkahest;alkahest;wikidata_q126912615;Alkahest;external
All in Abyss;all in abyss;wikidata_q126096054;All in Abyss: Judge the Fake;external
All in Abyss: Ikasama Sabaki;all in abyss ikasama sabaki;wikidata_q126096054;All in Abyss: Judge the Fake;external
All in Abyss: Judge the Fake;all in abyss judge the fake;wikidata_q126096054;All in Abyss: Judge the Fake;external
All You Need is Help;all you need is help;wikidata_q125708689;All You Need is Help;external
All's Well That Ends Well;all s well that ends well;wikidata_q138798330;All's Well That Ends Well;external
All-Star Fruit Racing;all star fruit racing;wikidata_q55848214;All-Star Fruit Racing;external
Allumette;allumette;wikidata_q86725180;Allumette;external
Almost My Floor;almost my floor;wikidata_q113882575;Almost My Floor;external
Almost There;almost there;wikidata_q111569446;Almost There: The Platformer;external
Almost There: The Platformer;almost there the platformer;wikidata_q111569446;Almost There: The Platformer;external
Alone With You;alone with you;wikidata_q64826868;Alone With You;external
Along Together;along together;wikidata_q122376236;Along Together;external
Alphadia Genesis;alphadia genesis;wikidata_q106995952;Alphadia Genesis;external
Alphadia Genesis 2;alphadia genesis 2;wikidata_q108935403;Alphadia Genesis 2;external
Alphadia Genesis II;alphadia genesis ii;wikidata_q108935403;Alphadia Genesis 2;external
Alphadia Genesis Two;alphadia genesis two;wikidata_q108935403;Alphadia Genesis 2;external
Alphadia Genesis2;alphadia genesis2;wikidata_q108935403;Alphadia Genesis 2;external
Alphadia I & II;alphadia i and ii;wikidata_q123404051;Alphadia I & II;external
Alphadia Neo;alphadia neo;wikidata_q117451219;Alphadia Neo;external
RPG Alphadia Neo;rpg alphadia neo;wikidata_q117451219;Alphadia Neo;external
Alphaset by POWGI;alphaset by powgi;wikidata_q127502218;Alphaset by POWGI;external
Alpine - The Simulation Game;alpine the simulation game;wikidata_q122370874;Alpine - The Simulation Game;external
The Simulation Game;the simulation game;wikidata_q122370874;Alpine - The Simulation Game;external
Altdeus;altdeus;wikidata_q109422189;Altdeus: Beyond Chronos;external
Altdeus: Beyond Chronos;altdeus beyond chronos;wikidata_q109422189;Altdeus: Beyond Chronos;external
Alteric;alteric;wikidata_q106382484;Alteric;external
Alterity Experience;alterity experience;wikidata_q122367878;Alterity Experience;external
Alternate Jake Hunter;alternate jake hunter;wikidata_q60419059;Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz;external
Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz;alternate jake hunter daedalus the awakening of golden jazz;wikidata_q60419059;Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz;external
Daedalus: The Awakening of Golden Jazz;daedalus the awakening of golden jazz;wikidata_q60419059;Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz;external
Altheia;altheia;wikidata_q122751209;Altheia: The Wrath of Aferi;external
Altheia: The Wrath of Aferi;altheia the wrath of aferi;wikidata_q122751209;Altheia: The Wrath of Aferi;external
Alveole;alveole;wikidata_q122307035;Alveole;external
Alvo;alvo;wikidata_q127502586;Alvo;external
Alvo VR;alvo vr;wikidata_q127502586;Alvo;external
Alwa's Legacy;alwa s legacy;wikidata_q109286741;Alwa's Legacy;external
A synopsis of girls who don't flatter me;a synopsis of girls who don t flatter me;wikidata_q48765414;Amaekata wa Kanojo Nari ni;external
Amaekata wa Kanojo Nari ni;amaekata wa kanojo nari ni;wikidata_q48765414;Amaekata wa Kanojo Nari ni;external
Amanari;amanari;wikidata_q48765414;Amaekata wa Kanojo Nari ni;external
Amanda the Adventurer;amanda the adventurer;wikidata_q111914226;Amanda the Adventurer;external
Amanda the Adventurer 2;amanda the adventurer 2;wikidata_q130475200;Amanda the Adventurer 2;external
Amanda the Adventurer 3;amanda the adventurer 3;wikidata_q134112684;Amanda the Adventurer 3;external
Amatsu Sora ni Saku;amatsu sora ni saku;wikidata_q127709769;Amatsu Sora ni Saku;external
Amazing Breaker;amazing breaker;wikidata_q109438702;Amazing Breaker;external
Amazing Breaker HD;amazing breaker hd;wikidata_q109438702;Amazing Breaker;external
Amazing Discoveries in Outer Space;amazing discoveries in outer space;wikidata_q107424151;Amazing Discoveries in Outer Space;external
Amazing Grace -What color is your attribute?-;amazing grace what color is your attribute;wikidata_q60987217;Amazing Grace -What color is your attribute?-;external
Amazing Superhero Squad;amazing superhero squad;wikidata_q112943474;Amazing Superhero Squad;external
Amazon Lumberyard;amazon lumberyard;wikidata_q22949502;Amazon Lumberyard;external
Lumberyard;lumberyard;wikidata_q22949502;Amazon Lumberyard;external
Ambition Record;ambition record;wikidata_q110812241;Ambition Record;external
Ambulance Life;ambulance life;wikidata_q124713435;Ambulance Life: A Paramedic Simulator;external
Ambulance Life: A Paramedic Simulator;ambulance life a paramedic simulator;wikidata_q124713435;Ambulance Life: A Paramedic Simulator;external
Amedama;amedama;wikidata_q123907128;Amedama;external
America's Army;america s army;wikidata_q467507;America's Army;external
America's Army: Special Forces (компьютерная игра);america s army special forces komпьюtephaя игpa;wikidata_q467507;America's Army;external
America's Army: True Soldier;america s army true soldier;wikidata_q467507;America's Army;external
America's Army;america s army;wikidata_q86828050;America's Army: Proving Grounds;external
America's Army: Proving Grounds;america s army proving grounds;wikidata_q86828050;America's Army: Proving Grounds;external
AA;aa;wikidata_q115476105;American Arcadia;external
American Arcadia;american arcadia;wikidata_q115476105;American Arcadia;external
American Fugitive;american fugitive;wikidata_q65040608;American Fugitive;external
American Hero;american hero;wikidata_q109714088;American Hero;external
American Ninja Warrior;american ninja warrior;wikidata_q96417644;American Ninja Warrior: Challenge;external
American Ninja Warrior: Challenge;american ninja warrior challenge;wikidata_q96417644;American Ninja Warrior: Challenge;external
AEL;ael;wikidata_q124784868;Amerzone: The Explorer's Legacy;external
Amerzone;amerzone;wikidata_q124784868;Amerzone: The Explorer's Legacy;external
Amerzone Explorer's Legacy;amerzone explorer s legacy;wikidata_q124784868;Amerzone: The Explorer's Legacy;external
Amerzone: The Explorer's Legacy;amerzone the explorer s legacy;wikidata_q124784868;Amerzone: The Explorer's Legacy;external
ATEL;atel;wikidata_q124784868;Amerzone: The Explorer's Legacy;external
Amid the Ruins;amid the ruins;wikidata_q18155621;Amid the Ruins;external
Amnesia;amnesia;wikidata_q87190193;Amnesia: Rebirth;external
Amnesia: Rebirth;amnesia rebirth;wikidata_q87190193;Amnesia: Rebirth;external
Amnesia;amnesia;wikidata_q115558075;Amnesia: The Bunker;external
Amnesia: The Bunker;amnesia the bunker;wikidata_q115558075;Amnesia: The Bunker;external
The Bunker;the bunker;wikidata_q115558075;Amnesia: The Bunker;external
Amoeba Battle;amoeba battle;wikidata_q114944831;Amoeba Battle;external
Among Ashes;among ashes;wikidata_q130639780;Among Ashes;external
Among the Sleep;among the sleep;wikidata_q4747564;Among the Sleep;external
